0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
-0.10218990162412453,-0.07078543685111653,-0.09064893741301536,-0.3437215466209105,-0.1813783126197836,-0.16351940140798557,0.03023221146144771,-0.33135106805420234,0.08876282621374555,0.04785765949682627,-0.013787578013223997,0.03222634297740846,-0.052745816467328246,-0.009732185947648039,0.015832859686134165,-0.0049898909649560355,-0.11202463891707852,-0.16495902703442752,-0.23022152742826396,-0.12927001983902334,-0.1437354753858508,0.022822980689984316,0.11805005998141296,-0.11008888596224402,-0.4465417749713121,-0.15795525476334535,0.14265687753388315,0.16614028518400023,-0.14970640288482034,0.035753711569130875,0.20764229049101357,0.10582443724365684,0
0.07994676726828007,-0.00420107792326547,0.5049909104328607,-4.961741101944721e-05,0.18925366484896544,0.11753113599534402,0.07521477906921785,0.06152999801608603,-0.010973048325275354,-0.12068525015602442,0.15535240661749816,-0.09425409161176589,-0.2277734531790103,-0.05877310486763027,0.03330338393250263,0.01126160405733868,-0.08829871982726813,0.2662219457074207,0.17337822528152713,-0.07282568969002633,-0.19521541959781114,-0.028868204348750832,0.35148685954126513,-0.04345385754482404,-0.1222630958741509,-0.0915969033525282,-0.03900075710104262,-0.31547640882148775,-0.16355317827901988,-0.09990366675965628,-0.10616421178980082,0.16461328316537538,0
0.39749841640172906,0.08026624856024696,-0.03447112956325648,-0.16974760271458708,-0.13990510987869398,-0.32928739586459943,0.6595835259428853,-0.096955165603459,0.03133016189015674,-0.006551210934170476,-0.11285623581299539,0.0042028407586701035,0.16525670427924735,-0.10973641886218086,-0.02377862718619123,-0.06833883752237106,-0.02873892137188384,0.35429235952772353,0.10994341347827126,0.04502346371655213,0.27780943772380723,0.0805230668601066,0.3215529082092106,-0.41584489531430374,0.05726207577270803,-0.25823099231832064,-0.030345080407044735,0.13304672561718095,0.17312207169532556,-0.028029569473283982,-0.20527323061234456,0.18734503150802856,0
-0.17304518146097822,0.2959587065242353,-0.2813754786504309,0.10169494312138502,-0.06262275543759506,-0.271477520956374,-0.15818605844010541,-0.10208194985877611,0.1140404714818506,0.005681516939817579,0.02018678828058689,-0.28231699875619903,0.29574877522842796,0.228074535170015,0.014638753429102955,0.003521012006012668,0.3424923363272653,0.014569800066361795,-0.10925744414045822,-0.05751736840865667,0.5007286410810272,0.16004453361429147,-0.03641305068953037,-0.07090273968157043,0.2605247501480333,0.043755291225133844,0.37400265281890543,0.23469114254653511,0.16068193515058907,0.36914897333307717,0.49150325895557156,-0.10153864107730522,0
-0.15377193171110076,-0.052368455815993586,-0.23528445901023365,0.19934695328460603,-0.11823925755297959,-0.11799778613152408,-0.10870038940897091,-0.21664042839105832,0.3043737078076615,0.18134923258464403,-0.05873744914420197,0.2178716961069083,0.3850765940977518,-0.0033988502373763912,-0.08860170360776853,0.0166341502039211,0.2840430624592801,-0.11992282233375283,-0.13309748872262733,-0.11611608964799515,0.27443726194564616,0.05998324083023254,-0.010809774074166782,-0.0033760745144910936,0.09762075476610305,0.028724388753153578,0.04383170192678005,0.1826046240063511,0.3577466835347065,-0.08673602849682344,0.2441389651421066,0.1580456583026977,0
-0.012903914112048854,0.007829636377097339,0.1159971619408798,0.16844425682872843,-0.08170278332759887,-0.1775502040845224,0.17459176028348874,-0.1694145476573922,0.018764252113235857,0.043099987499260896,0.08268097871586676,-0.04903542456889849,-0.14027223673274883,-0.05030182330775203,-0.09486283679337829,0.026266705374628174,-0.2507585249968482,-0.1481369151684158,0.006199456869065907,-0.16561672154216087,-0.06755703327521778,0.024074003947927664,0.09825906369608477,0.11193238563153249,-0.006346891425356642,-0.04225043160766717,0.17970059421422604,0.06167909734669133,-0.2840095887273933,-0.03304995783357244,0.23371134210117497,0.2650862375506095,0
-0.10328845014340508,-0.3543998908670047,-0.21574522642093327,0.3255430608839097,0.43577787866874523,-0.06845713113673071,-0.012156605641674107,0.4904781540174005,-0.058141362202961275,0.08948198170142083,-0.03201135321562172,0.054717459683219116,-0.31341058624091306,-0.07981139306584711,0.09701886484161336,0.023630603786124027,-0.37195698360416213,0.08586657765664499,0.14013908343274578,-0.16810046651806532,-0.054046637997408935,0.2336399902239765,-0.10430343850929048,0.36091401324361205,0.03674834186980952,0.17096631780539495,-0.09967399184759683,-0.21931024283469833,-0.16673813551543695,0.03290910601348214,-0.26300789531887664,0.07212388195612571,0
-0.04397330446246003,0.03891067804225113,-0.15983454500205013,0.18846974892798246,-0.0048652226830604136,-0.03125253570273146,0.03540496417942306,0.017947469556736866,-0.3240525663662907,-0.012699587894089367,-0.057049907475121266,0.08707241054075557,-0.2735472959400699,-0.04550050613562097,0.03231127977180745,-0.0034917347157662907,-0.1431975331930502,-0.015222779812926376,0.13074294920109553,-0.21656837711590096,-0.25915173329840774,-0.11784015369063024,-0.12313296724037415,0.23585848199871895,-0.48671673706061275,0.16587716142246836,-0.30023783646507524,0.025265162510534026,-0.3103795288862712,0.06162569540504721,-0.0009956198987805687,-0.2345654876737129,0
-0.02809485136234909,0.263222552419014,-0.4596303073356869,0.02970386041125303,-0.11157946769929765,0.06263434094139532,0.07267815967467577,0.058807649245727886,0.12070027319240256,-0.04104312701746708,-0.09299235299834194,0.04385009776811831,0.15338510581267192,0.1802259056440213,-0.07864364240146522,0.12777298902534914,0.19268238370947624,-0.33927222588124883,-0.06395773095562328,-0.040224583519676275,0.24844120865558117,0.1960622400799711,-0.2340855758453475,-0.20694372538779676,0.08346604490400955,0.010118892937934554,-0.2347505153697073,0.1830169720899392,0.32055567646631183,0.41339274764436085,-0.1594184933215226,-0.05510802449883397,0
-0.06004405734612488,0.10462710003697753,-0.18736047563556332,0.014325871294955533,-0.017121468604186948,0.039676956535222026,-0.20648401691538965,0.09277361976984835,0.25677568188743727,-0.021856038682414123,-0.06797051743149177,-0.12069310270774472,0.27045737067189124,0.07194156771693344,-0.19410287312242908,0.04354976795683626,0.12472540613816288,0.05930845224476312,-0.023231254534395035,-0.3211508775457242,0.17696434724894197,0.2404756540898516,-0.2183809794661222,0.022619893892894326,0.12437967274805711,0.03649787493635558,-0.07924346505388863,0.19198802153688949,0.29748265829604703,-0.13831577114677368,0.14124309736313723,-0.1216808700743607,0
