feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,class
1.2457471878884314,0.9168661830623374,1.0293570308033602,0.4536105195307793,0.7942053980045989,0.8856058662413094,-0.01208782531778582,0.3862757313640594,0.26743649893345656,1.4418935565718392,1.1587503668812742,0.4154766262275112,2.0469057858028807,1.724913216404501,1.5611580031565029,1.8614108986119875,1.3600820164022802,0.778973283754581,0.9731273288386553,0.34254230748977266,0.4996456916613364,0.8483617120282887,1.0263011660021384,1.543554744822592,0.7885951465004998,0.981356222492613,0.9632395478334321,0.007626271052444941,-0.4887188077993369,2.3041298558414374,1.1382293230101785,-0.4058697115094177,4
0.24401651909628078,0.9845635063443725,1.6949285865263382,1.3126464313914448,1.1761068265759287,1.0966894124766389,0.7960242456860468,1.410516094933596,0.5536356939077385,0.40899615349080576,1.3755019267419852,-0.15479815623573873,1.8741062445840848,0.39285049238046443,2.1427502665377878,0.926270315030976,0.12409411152815157,0.823513561327142,0.4249520027119017,0.2631300771420354,1.017974349085072,0.6875035957398079,0.8403552032551729,1.4705672548242323,-1.2882994420894207,-0.08411917922593802,-0.2607321698645481,0.3966444561921028,-0.37381829718429854,-0.7726527562358355,-0.024677026071170356,0.3440373233143706,3
-1.4250012384143373,0.03579579916246188,-0.602344478015479,0.0020453120938631027,-1.5368055097517002,-1.1186595807747473,-1.3111200832140693,-1.1203264531122505,-0.5425242568594586,-0.7226579997414849,0.503443176757369,-0.24498666889306545,-0.4329691839192294,-1.8218253013980545,-0.7523887315446821,-0.5611731180057322,-1.184419411632546,-0.48437726129537284,-0.8076905393277863,0.6217140453142889,-0.9287646696614009,-0.40057759415383415,0.160361307054644,-0.6424202003768532,0.6564612218691729,0.5596114969808811,-0.12413741059787528,-0.27119829225389047,-1.1049457640220046,-1.9257838920644106,-1.0406477251243997,1.1971133482655933,2
0.6715176820392736,-1.1952941578033482,0.7668446308615123,-1.4395390225737588,1.0178468590866436,-0.8122032048433877,0.5298512391249581,-0.4665514051104032,-0.1554269410939333,-1.5646977856396778,-0.4715977261314237,-0.6521697566933109,-1.5731815717795934,0.08352880357496048,-0.7550309276590651,0.10870184755482751,-0.18475245455851244,-0.142600834616504,0.6832128160095841,-0.7897056479432799,0.6875481686454002,1.2515809850366812,-0.60836866604284,-0.9468595042458746,-0.9063490318803277,0.15977415905926068,-2.3373829891091393,0.3433677829671272,-0.1013993231148478,-1.1393787109721751,-0.2240495545218933,-0.7611366848808486,1
0.7633161522418105,-0.5369550229452961,1.0444498811648975,-1.2152341838264462,0.9759115560740229,-0.0774382718156555,1.139773131049912,-1.0075733210982907,0.7699381819962996,0.5832616345092204,-0.7784378977302351,0.2511470870761704,-0.11186580123247142,2.049323648967614,-0.2969016041787051,0.07009046159710945,1.8629932875952324,0.04759286213211152,0.8620653442094981,-1.3771890088833816,0.7836095649542114,0.5137907015158796,-0.29074131859547014,-0.5452581008945224,-2.2662995146742513,0.04270796945828631,0.5825333152921158,-1.57992366223905,-0.05001852111422398,0.35141980352589175,0.2465176575386092,-0.24832543483921957,1
-0.8900415193951803,-0.7231096019571932,-0.7973683970056699,-1.0731634714241987,-0.8802316515063198,-0.4030777363088517,-1.078968641760719,-0.8799468752113875,0.31621827664399593,-0.23717731618831084,-0.34886995974410523,0.26499889199299953,-1.0753339389085999,-1.341297239006348,0.32139864527354545,-0.37412152604708104,-1.3043121430418458,-0.02214902220051773,-0.8778084046161263,-0.37791646869557055,-1.2195898710688982,-2.137029975133844,-1.1284140102443423,0.15511449750312187,0.9571677930118564,-0.37705759336571243,-0.7603320169592628,-2.8547092779207315,-1.5638911700623492,-0.4234641979941849,-1.3763008079257018,0.9323953323011267,2
0.4367579323014544,0.3579635832277236,0.7615333909503251,0.13759879241156078,0.4762155947867412,0.6041112932570412,-0.2384253037904003,0.13114402899772476,0.16610675594078894,0.49956592536806915,-0.5037158922982268,0.7132575574371224,0.8662346870265588,1.183961708940258,-0.6634247160537592,1.2584026266309694,0.06433031719931244,0.7056740738162484,0.30742352397401007,0.6557505653394975,-0.24723634016584436,0.46154942495203277,0.4375308995187551,1.5416425733166317,-3.2773344306796015,0.7268556410849843,0.7481943815473951,0.3430383722576922,-0.8828143976493538,-0.5336623440502762,1.7101966733328289,-1.5429665874209468,3
0.021335110302347884,0.7862276988995011,1.0931678499531658,1.3584489432218414,0.45476297249036046,1.1663637509868787,0.516430115378924,-0.1973324516382159,1.9493451871371792,-0.15838467002874287,0.2670481665189139,-0.15052065313367835,1.4431494523434076,-0.13756903594825118,1.424072110809917,0.4400771767184577,0.5367290930243279,0.8716338694463822,1.0023670246106202,0.43909445147485765,0.9668855247282679,0.3269386512023593,1.1566895418517549,0.7383804222072696,0.8414417140633658,1.4075998534730059,-0.29131010239278526,1.830972325378587,1.4311369207324074,-1.0762497717720974,2.092612200663693,1.0457902601871323,4
-1.0693352809875232,-0.18704480224877776,-0.4318268977638725,-0.24449724343458568,-0.9501739551225263,-0.0005003481014267608,-1.1229450837120054,-0.11268850473644129,1.1693751395237433,0.5144901069676688,-0.6439981528550912,0.15512164758363545,-0.10720113943945567,-1.0906419878645834,-0.6731615313703483,-0.1689133171451751,-1.155967639732944,-0.01277055329005665,-0.7669656109611441,-0.958893287297777,-1.3954715236999011,-0.5742365192368263,-0.0026291410342994793,-0.4123117538330313,-0.2761106809434706,0.6142447774380796,-2.0696783141777715,0.11249900481585332,0.6698114645116832,-1.2898336855750003,0.21109986478370368,-1.3227941997266448,2
0.0731576340919251,-0.032924937828843606,0.7436729891709505,-0.22132060316246907,0.1385869196557814,0.013805042055473327,0.9800659580240481,-0.8050255850679158,2.2119433089498632,1.337580234743351,-0.4870054048377638,2.0683118195073833,1.3703485965484001,0.8291484757970614,0.37194959032159625,1.2936018068145205,0.515043359761806,0.3694602814515647,-0.1443075059059097,0.20496817039118778,0.18576132380479715,-0.04632762616154139,-0.38234433340266716,0.09989583591430304,-2.190485068237987,0.4715369700803559,0.728655280281786,0.1757375438983162,2.3309684954701275,0.8590596675223072,0.238026621718103,0.20965032088512597,3
